StationCode,isSWMP,DateTimeStamp,F_Record,ATemp,F_ATemp,RH,F_RH,BP,F_BP,WSpd,F_WSpd,MaxWSpd,Wdir,F_Wdir,SDWDir,F_SDWDir,TotPAR,F_TotPAR,TotPrcp,F_TotPrcp,TotSoRad,F_TotSoRad,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor
niwolmet  ,P,7/5/2023 1:30,,26.3,<0> ,87,<0> ,1017,<0> ,1.3,<0> ,2,100,<0> ,7,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 1:45,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,53.61,<0> ,35.3,<0> ,47.6,<0> ,3,<0> ,1.43,<0> ,1.39,<3> ,7.5,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 1:45,,26.4,<0> ,88,<0> ,1017,<0> ,0.6,<0> ,1.4,128,<0> ,18,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 2:00,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.51,<0> ,35.2,<0> ,46.7,<0> (CDA),3,<0> (CDA),1.34,<0> ,1.3,<3> ,7.5,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 2:00,,26.3,<0> ,89,<0> ,1017,<0> ,0.7,<0> ,1.2,152,<0> ,15,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 2:15,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.46,<0> ,35.2,<0> ,43.8,<0> (CDA),2.8,<0> (CDA),1.26,<0> ,1.22,<3> ,7.5,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 2:15,,26.3,<0> ,89,<0> ,1017,<0> ,0.6,<0> ,1.1,182,<0> ,19,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 2:30,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.37,<0> ,35.1,<0> ,41.3,<0> (CDA),2.6,<0> (CDA),1.17,<0> ,1.13,<3> ,7.5,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 2:30,,26.2,<0> ,90,<0> ,1017,<0> ,1.5,<0> ,2,199,<0> ,6,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 2:45,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.32,<0> ,35.1,<0> ,38.6,<0> (CDA),2.5,<0> (CDA),1.09,<0> ,1.05,<3> ,7.4,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 2:45,,26.2,<0> ,91,<0> ,1017,<0> ,1.4,<0> ,2,209,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 3:00,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,53.36,<0> ,35.1,<0> ,37.8,<0> (CDA),2.4,<0> (CDA),1.01,<0> ,0.97,<3> ,7.4,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 3:00,,26.1,<0> ,92,<0> ,1017,<0> ,0.5,<0> ,1.7,252,<0> ,24,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 3:15,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,53.37,<0> ,35.1,<0> ,36.7,<0> (CDA),2.3,<0> (CDA),0.94,<0> ,0.9,<3> ,7.4,<0> ,9,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 3:15,,25.6,<0> ,92,<0> ,1017,<0> ,0.5,<0> ,0.9,275,<0> ,24,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 3:30,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,53.27,<0> ,35.1,<0> ,32.2,<0> (CDA),2.1,<0> (CDA),0.88,<0> ,0.84,<3> ,7.4,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 3:30,,25.5,<0> ,93,<0> ,1017,<0> ,0.5,<0> ,0.8,241,<0> ,11,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 3:45,,,,,,,,,,,,,,,,,,,,,28.6,<0> ,53.26,<0> ,35,<0> ,31.7,<0> (CDA),2,<0> (CDA),0.82,<0> ,0.79,<3> ,7.4,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 3:45,,25.5,<0> ,93,<0> ,1016,<0> ,0.5,<0> ,1.1,240,<0> ,35,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 4:00,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,53.11,<0> ,34.9,<0> ,28.8,<0> (CDA),1.8,<0> (CDA),0.79,<0> ,0.76,<3> ,7.3,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 4:00,,25.3,<0> ,94,<0> ,1016,<0> ,0.6,<0> ,0.8,324,<0> ,14,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 4:15,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,53.11,<0> ,34.9,<0> ,26.5,<0> (CDA),1.7,<0> (CDA),0.8,<0> ,0.77,<3> ,7.3,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 4:15,,24.8,<0> ,94,<0> ,1016,<0> ,0.7,<0> ,1.2,299,<0> ,16,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 4:30,,,,,,,,,,,,,,,,,,,,,28.6,<0> ,53.22,<0> ,35,<0> ,29.4,<0> (CDA),1.9,<0> (CDA),0.84,<0> ,0.81,<3> ,7.4,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 4:30,,24.6,<0> ,95,<0> ,1016,<0> ,0.3,<0> ,0.8,272,<0> ,18,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 4:45,,,,,,,,,,,,,,,,,,,,,28.6,<0> ,53.18,<0> ,35,<0> ,29.1,<0> (CDA),1.9,<0> (CDA),0.91,<0> ,0.88,<3> ,7.3,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 4:45,,24.8,<0> ,95,<0> ,1016,<0> ,0.2,<0> ,0.5,337,<0> ,1,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 5:00,,,,,,,,,,,,,,,,,,,,,28.6,<0> ,53.3,<0> ,35.1,<0> ,29,<0> (CDA),1.9,<0> (CDA),0.99,<0> ,0.96,<3> ,7.4,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 5:00,,24.7,<0> ,95,<0> ,1016,<0> ,0.5,<0> ,0.9,321,<0> ,6,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 5:15,,,,,,,,,,,,,,,,,,,,,28.5,<0> ,53.32,<0> ,35.1,<0> ,28.2,<0> (CDA),1.8,<0> (CDA),1.08,<0> ,1.05,<3> ,7.4,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 5:15,,24.5,<0> ,96,<0> ,1016,<0> ,0.3,<0> ,0.6,300,<0> ,14,<0> ,4.1,<0> ,0,<0> ,2,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 5:30,,,,,,,,,,,,,,,,,,,,,28.5,<0> ,53.22,<0> ,35,<0> ,31.5,<0> (CDA),2,<0> (CDA),1.17,<0> ,1.13,<3> ,7.4,<0> ,8,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 5:30,,24.6,<0> ,96,<0> ,1017,<0> ,0.2,<0> ,0.6,258,<0> ,26,<0> ,22.1,<0> ,0,<0> ,12,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 5:45,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,52.96,<0> ,34.8,<0> ,34.6,<0> (CDA),2.2,<0> (CDA),1.27,<0> ,1.24,<3> ,7.4,<0> ,8,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 5:45,,25,<0> ,96,<0> ,1016,<0> ,0.3,<0> ,0.6,257,<0> ,13,<0> ,66.5,<0> ,0,<0> ,46,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 6:00,,,,,,,,,,,,,,,,,,,,,28.7,<0> ,53,<0> ,34.9,<0> ,34.7,<0> (CDA),2.2,<0> (CDA),1.37,<0> ,1.34,<3> ,7.4,<0> ,8,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 6:00,,25.2,<0> ,96,<0> ,1016,<0> ,0.6,<0> ,1.2,292,<0> ,11,<0> ,129.8,<0> ,0,<0> ,83,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 6:15,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.09,<0> ,34.9,<0> ,35.9,<0> (CDA),2.3,<0> (CDA),1.46,<0> ,1.42,<3> ,7.4,<0> ,8,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 6:15,,25.9,<0> ,96,<0> ,1017,<0> ,0.1,<0> ,0.5,289,<0> ,10,<0> ,197.3,<0> ,0,<0> ,124,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 6:30,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.24,<0> ,35,<0> ,38.1,<0> (CDA),2.4,<0> (CDA),1.56,<0> ,1.52,<3> ,7.4,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 6:30,,26.7,<0> ,96,<0> ,1017,<0> ,0.5,<0> ,1.2,206,<0> ,17,<0> ,254.1,<0> ,0,<0> ,154,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 6:45,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.51,<0> ,35.2,<0> ,42.4,<0> (CDA),2.7,<0> (CDA),1.64,<0> ,1.6,<3> ,7.5,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 6:45,,27.1,<0> ,95,<0> ,1017,<0> ,0.8,<0> ,1.5,202,<0> ,9,<0> ,336.3,<0> ,0,<0> ,195,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 7:00,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.58,<0> ,35.3,<0> ,48.3,<0> ,3.1,<0> ,1.71,<0> ,1.67,<3> ,7.5,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 7:00,,27.5,<0> ,94,<0> ,1017,<0> ,1.5,<0> ,3.1,189,<0> ,17,<0> ,411.4,<0> ,0,<0> ,243,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 7:15,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,53.67,<0> ,35.3,<0> ,52,<0> ,3.3,<0> ,1.77,<0> ,1.73,<3> ,7.6,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 7:15,,27.7,<0> ,92,<0> ,1017,<0> ,1.7,<0> ,2.9,195,<0> ,12,<0> ,416.3,<0> ,0,<0> ,232,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 7:30,,,,,,,,,,,,,,,,,,,,,28.6,<0> ,53.79,<0> ,35.4,<0> ,57.4,<0> ,3.7,<0> ,1.84,<0> ,1.8,<3> ,7.6,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 7:30,,28,<0> ,91,<0> ,1017,<0> ,2.2,<0> ,2.9,212,<0> ,12,<0> ,451.4,<0> ,0,<0> ,246,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 7:45,,,,,,,,,,,,,,,,,,,,,28.3,<0> ,53.77,<0> ,35.4,<0> ,67.4,<0> ,4.3,<0> ,1.91,<0> ,1.87,<3> ,7.7,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 7:45,,28.4,<0> ,90,<0> ,1017,<0> ,2.1,<0> ,3.6,218,<0> ,12,<0> ,625.6,<0> ,0,<0> ,357,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 8:00,,,,,,,,,,,,,,,,,,,,,28,<0> ,54.22,<0> ,35.8,<0> ,73,<0> ,4.7,<0> ,1.97,<0> ,1.93,<3> ,7.7,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 8:00,,28.6,<0> ,88,<0> ,1017,<0> ,2.5,<0> ,4.2,213,<0> ,16,<0> ,697.2,<0> ,0,<0> ,398,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 8:15,,,,,,,,,,,,,,,,,,,,,27.8,<0> ,54.42,<0> ,35.9,<0> ,77.8,<0> ,5,<0> ,2.03,<0> ,1.99,<3> ,7.8,<0> ,9,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 8:15,,28.9,<0> ,86,<0> ,1017,<0> ,1.9,<0> ,3.5,218,<0> ,22,<0> ,807.6,<0> ,0,<0> ,448,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 8:30,,,,,,,,,,,,,,,,,,,,,27.8,<0> ,54.49,<0> ,36,<0> ,80.6,<0> ,5.2,<0> ,2.09,<0> ,2.05,<3> ,7.8,<0> ,8,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 8:30,,29.2,<0> ,83,<0> ,1017,<0> ,2.1,<0> ,4.2,232,<0> ,14,<0> ,1039.1,<0> ,0,<0> ,579,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 8:45,,,,,,,,,,,,,,,,,,,,,27.8,<0> ,54.53,<0> ,36,<0> ,82.7,<0> ,5.3,<0> ,2.14,<0> ,2.1,<3> ,7.9,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 8:45,,29.6,<0> ,78,<0> ,1017,<0> ,2.4,<0> ,5.2,250,<0> ,26,<0> ,728.4,<0> ,0,<0> ,398,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 9:00,,,,,,,,,,,,,,,,,,,,,27.8,<0> ,54.55,<0> ,36,<0> ,83.9,<0> ,5.4,<0> ,2.18,<0> ,2.14,<3> ,7.9,<0> ,6,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 9:00,,29.7,<0> ,74,<0> ,1017,<0> ,3,<0> ,4.8,256,<0> ,11,<0> ,1085.4,<0> ,0,<0> ,593,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 9:15,,,,,,,,,,,,,,,,,,,,,27.8,<0> ,54.57,<0> ,36,<0> ,84.6,<0> ,5.4,<0> ,2.2,<0> ,2.16,<3> ,7.9,<0> ,6,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 9:15,,30,<0> ,74,<0> ,1017,<0> ,1.7,<0> ,4.2,258,<0> ,26,<0> ,1245,<0> ,0,<0> ,689,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 9:30,,,,,,,,,,,,,,,,,,,,,27.9,<0> ,54.57,<0> ,36,<0> ,84.9,<0> ,5.5,<0> ,2.22,<0> ,2.18,<3> ,7.9,<0> ,6,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 9:30,,30.4,<0> ,72,<0> ,1017,<0> ,2.4,<0> ,3.9,249,<0> ,27,<0> ,1229.1,<0> ,0,<0> ,684,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 9:45,,,,,,,,,,,,,,,,,,,,,27.9,<0> ,54.56,<0> ,36,<0> ,85.7,<0> ,5.5,<0> ,2.23,<0> ,2.19,<3> ,7.9,<0> ,5,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 9:45,,30.5,<0> ,70,<0> ,1017,<0> ,3,<0> ,5.4,255,<0> ,23,<0> ,1285.4,<0> ,0,<0> ,715,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 10:00,,,,,,,,,,,,,,,,,,,,,28,<0> ,54.58,<0> ,36.1,<0> ,86.2,<0> ,5.5,<0> ,2.22,<0> ,2.18,<3> ,7.9,<0> ,4,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 10:00,,30.7,<0> ,70,<0> ,1017,<0> ,2.2,<0> ,3.9,263,<0> ,18,<0> ,1273.1,<0> ,0,<0> ,706,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 10:15,,,,,,,,,,,,,,,,,,,,,28.1,<0> ,54.58,<0> ,36,<0> ,85.4,<0> ,5.5,<0> ,2.18,<0> ,2.14,<3> ,7.9,<0> ,5,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 10:15,,30.9,<0> ,69,<0> ,1017,<0> ,2.7,<0> ,4.4,242,<0> ,18,<0> ,1195.2,<0> ,0,<0> ,662,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 10:30,,,,,,,,,,,,,,,,,,,,,28,<0> ,54.57,<0> ,36,<0> ,85.2,<0> ,5.5,<0> ,2.13,<0> ,2.09,<3> ,7.9,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 10:30,,31,<0> ,70,<0> ,1017,<0> ,1.9,<0> ,3.8,259,<0> ,32,<0> ,1575.3,<0> ,0,<0> ,884,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 10:45,,,,,,,,,,,,,,,,,,,,,28.1,<0> ,54.58,<0> ,36,<0> ,86.3,<0> ,5.5,<0> ,2.07,<0> ,2.03,<3> ,7.9,<0> ,6,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 10:45,,31.2,<0> ,68,<0> ,1017,<0> ,2.4,<0> ,3.7,202,<0> ,17,<0> ,1527.5,<0> ,0,<0> ,864,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 11:00,,,,,,,,,,,,,,,,,,,,,28.4,<0> ,54.52,<0> ,36,<0> ,84.9,<0> ,5.4,<0> ,2.01,<0> ,1.97,<3> ,7.8,<0> ,7,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 11:00,,31.4,<0> ,68,<0> ,1017,<0> ,1.7,<0> ,3.6,194,<0> ,25,<0> ,1293.2,<0> ,0,<0> ,711,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 11:15,,,,,,,,,,,,,,,,,,,,,28.8,<0> ,54.42,<0> ,35.9,<0> ,82,<0> ,5.2,<0> ,1.95,<0> ,1.91,<3> ,7.8,<0> ,9,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 11:15,,31.2,<0> ,70,<0> ,1017,<0> ,1.9,<0> ,3.4,174,<0> ,15,<0> ,897.1,<0> ,0,<0> ,497,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 11:30,,,,,,,,,,,,,,,,,,,,,29.2,<0> ,54.28,<0> ,35.8,<0> ,78.4,<0> ,4.9,<0> ,1.89,<0> ,1.85,<3> ,7.7,<0> ,9,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 11:30,,30.9,<0> ,74,<0> ,1017,<0> ,3.1,<0> ,5.9,152,<0> ,12,<0> ,535.4,<0> ,0,<0> ,290,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 11:45,,,,,,,,,,,,,,,,,,,,,29.6,<0> ,54.21,<0> ,35.7,<0> ,75.3,<0> ,4.7,<0> ,1.83,<0> ,1.79,<3> ,7.7,<0> ,9,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 11:45,,30,<0> ,82,<0> ,1017,<0> ,5.5,<0> ,7.7,151,<0> ,9,<0> ,284.2,<0> ,0,<0> ,149,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 12:00,,,,,,,,,,,,,,,,,,,,,29.6,<0> ,54.07,<0> ,35.6,<0> ,72.3,<0> ,4.5,<0> ,1.77,<0> ,1.73,<3> ,7.6,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 12:00,,28.4,<0> ,85,<0> ,1017,<0> ,6.7,<0> ,12.2,196,<0> ,32,<0> ,61.3,<0> ,0,<0> ,29,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 12:15,,,,,,,,,,,,,,,,,,,,,29.6,<0> ,53.89,<0> ,35.5,<0> ,72.2,<0> ,4.5,<0> ,1.71,<0> ,1.67,<3> ,7.6,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 12:15,,25.1,<0> ,86,<0> ,1017,<0> ,6.2,<0> ,11.3,212,<0> ,14,<0> ,25.2,<0> ,4.6,<0> ,10,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 12:30,,,,,,,,,,,,,,,,,,,,,29.6,<0> ,53.6,<0> ,35.3,<0> ,70.5,<0> ,4.4,<0> ,1.64,<0> ,1.59,<3> ,7.6,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 12:30,,24.3,<0> ,89,<0> ,1018,<0> ,2,<0> ,3.5,290,<0> ,46,<0> ,37,<0> ,1.5,<0> ,13,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 12:45,,,,,,,,,,,,,,,,,,,,,29.6,<0> ,53.38,<0> ,35.1,<0> ,69.9,<0> ,4.4,<0> ,1.57,<0> ,1.53,<3> ,7.6,<0> ,20,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 12:45,,24,<0> ,90,<0> ,1017,<0> ,1.6,<0> ,3.8,316,<0> ,64,<0> ,58.7,<0> ,0.8,<0> ,23,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 13:00,,,,,,,,,,,,,,,,,,,,,29.5,<0> ,53.13,<0> ,34.9,<0> ,68.6,<0> ,4.3,<0> ,1.48,<0> ,1.44,<3> ,7.6,<0> ,24,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 13:00,,24,<0> ,91,<0> ,1017,<0> ,0.6,<0> ,1.4,292,<0> ,35,<0> ,75.9,<0> ,0.3,<0> ,30,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 13:15,,,,,,,,,,,,,,,,,,,,,29.5,<0> ,52.9,<0> ,34.8,<0> ,66,<0> ,4.2,<0> ,1.39,<0> ,1.35,<3> ,7.5,<0> ,17,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 13:15,,24.2,<0> ,92,<0> ,1017,<0> ,2.3,<0> ,3.5,250,<0> ,19,<0> ,78.6,<0> ,0,<0> ,33,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 13:30,,,,,,,,,,,,,,,,,,,,,29.4,<0> ,52.74,<0> ,34.6,<0> ,63.3,<0> ,4,<0> ,1.31,<0> ,1.28,<3> ,7.5,<0> ,19,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 13:30,,24.3,<0> ,92,<0> ,1016,<0> ,2.3,<0> ,3.4,243,<0> ,13,<0> ,94.5,<0> ,0,<0> ,42,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 13:45,,,,,,,,,,,,,,,,,,,,,29.4,<0> ,52.6,<0> ,34.5,<0> ,60.8,<0> ,3.8,<0> ,1.22,<0> ,1.19,<3> ,7.5,<0> ,17,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 13:45,,24.3,<0> ,92,<0> ,1016,<0> ,2.2,<0> ,3.5,238,<0> ,22,<0> ,141.7,<0> ,0,<0> ,64,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 14:00,,,,,,,,,,,,,,,,,,,,,29.4,<0> ,52.49,<0> ,34.5,<0> ,57.8,<0> ,3.7,<0> ,1.13,<0> ,1.1,<3> ,7.5,<0> ,18,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 14:00,,24.4,<0> ,92,<0> ,1016,<0> ,1.3,<0> ,2.2,258,<0> ,22,<0> ,225.8,<0> ,0,<0> ,106,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 14:15,,,,,,,,,,,,,,,,,,,,,29.4,<0> ,52.39,<0> ,34.4,<0> ,56.3,<0> ,3.6,<0> ,1.06,<0> ,1.03,<3> ,7.5,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 14:15,,24.7,<0> ,93,<0> ,1016,<0> ,0.6,<0> ,1.7,352,<0> ,21,<0> ,599.5,<0> ,0,<0> ,302,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 14:30,,,,,,,,,,,,,,,,,,,,,29.4,<0> ,52.26,<0> ,34.3,<0> ,53.3,<0> ,3.4,<0> ,0.98,<0> ,0.95,<3> ,7.4,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 14:30,,25.1,<0> ,92,<0> ,1016,<0> ,0.6,<0> ,1.7,317,<0> ,24,<0> ,542.3,<0> ,0,<0> ,274,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 14:45,,,,,,,,,,,,,,,,,,,,,29.5,<0> ,52.18,<0> ,34.2,<0> ,52.1,<0> ,3.3,<0> ,0.91,<0> ,0.88,<3> ,7.4,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 14:45,,25.8,<0> ,91,<0> ,1016,<0> ,0.5,<0> ,1.3,348,<0> ,17,<0> ,707.1,<0> ,0.3,<0> ,366,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 15:00,,,,,,,,,,,,,,,,,,,,,29.4,<0> ,52.12,<0> ,34.2,<0> ,50.7,<0> ,3.2,<0> ,0.84,<0> ,0.81,<3> ,7.4,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 15:00,,26.2,<0> ,91,<0> ,1016,<0> ,2.1,<0> ,3.9,33,<0> ,18,<0> ,967.8,<0> ,0,<0> ,516,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 15:15,,,,,,,,,,,,,,,,,,,,,29.4,<0> ,52.14,<0> ,34.2,<0> ,49.7,<0> ,3.1,<0> ,0.78,<0> ,0.75,<3> ,7.4,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,7/5/2023 15:15,,26.4,<0> ,90,<0> ,1016,<0> ,2.7,<0> ,4.4,18,<0> ,13,<0> ,1009.9,<0> ,0,<0> ,549,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,7/5/2023 15:30,,,,,,,,,,,,,,,,,,,,,29.5,<0> ,52.06,<0> ,34.1,<0> ,49.1,<0> ,3.1,<0> ,0.72,<0> ,0.69,<3> ,7.4,<0> ,13,<0> ,,<-1> 
